EmployeeName,Department,Role,Day,Shift
Elijah Nguyen,Psychiatry,Nurse,"(12, 13)","(010, 100)"
Elijah Nguyen,Orthopedics,Nurse,"(5)","(100)"
Elijah Nguyen,Oncology,Nurse,"(4)","(001)"
Elijah White,Emergency,Admin,"(9)","(100)"
Elijah White,Oncology,Admin,"(4)","(001)"
Elizabeth Garcia,Emergency,Admin,"(5, 11)","(010, 100)"
Elizabeth Garcia,Neurology,Admin,"(6)","(010)"
Elizabeth Garcia,ICU,Admin,"(4)","(010)"
Elizabeth Garcia,Pediatrics,Admin,"(3)","(100)"
Elizabeth Garcia,Gynecology,Admin,"(2, 9, 13)","(001, 010, 100)"
Elizabeth Garcia,Psychiatry,Admin,"(8, 12)","(100, 100)"
Elizabeth Garcia,Oncology,Admin,"(7, 10)","(001, 010)"
Elizabeth Gonzalez,Orthopedics,Doctor,"(7)","(010)"
Elizabeth Jackson,Emergency,Nurse,"(4, 5)","(010, 100)"
Elizabeth Jackson,Cardiology,Nurse,"(2, 6)","(010, 100)"
Elizabeth Jackson,Gynecology,Nurse,"(10)","(100)"
Elizabeth Jackson,Radiology,Nurse,"(13)","(010)"
Elizabeth Jackson,Orthopedics,Nurse,"(1)","(100)"
Elizabeth Jackson,Oncology,Nurse,"(14)","(001)"
Elizabeth Lopez,Neurology,Doctor,"(1, 2)","(100, 100)"
Elizabeth Lopez,Pediatrics,Doctor,"(3, 5)","(100, 100)"
Elizabeth Lopez,Gynecology,Doctor,"(12)","(001)"
Elizabeth Lopez,Radiology,Doctor,"(4, 9, 14)","(001, 100, 100)"
Elizabeth Lopez,Oncology,Doctor,"(10, 13)","(100, 001)"
Elizabeth Martin,Emergency,Doctor,"(13)","(010)"
Elizabeth Martin,Neurology,Doctor,"(6, 10)","(010, 010)"
Elizabeth Martin,Pediatrics,Doctor,"(14)","(010)"
Elizabeth Martin,Gynecology,Doctor,"(5, 11)","(001, 100)"
Elizabeth Martin,Radiology,Doctor,"(1)","(010)"
Elizabeth Martin,Psychiatry,Doctor,"(2, 4)","(010, 100)"
Elizabeth Martin,Orthopedics,Doctor,"(3)","(001)"
Elizabeth Martin,Oncology,Doctor,"(9)","(100)"
Elizabeth Moore,Cardiology,Doctor,"(3, 12)","(001, 010)"
Elizabeth Moore,Neurology,Doctor,"(13)","(001)"
Elizabeth Moore,Gynecology,Doctor,"(2, 6)","(001, 010)"
Elizabeth Moore,Radiology,Doctor,"(5)","(010)"
Elizabeth Moore,Psychiatry,Doctor,"(11)","(100)"
Elizabeth Moore,Orthopedics,Doctor,"(4, 10)","(010, 010)"
Elizabeth Moore,Oncology,Doctor,"(1, 7, 9)","(100, 010, 001)"
Elizabeth Nguyen,Neurology,Nurse,"(7)","(010)"
Elizabeth Nguyen,Orthopedics,Nurse,"(6)","(001)"
Elizabeth Perez,Emergency,Nurse,"(3)","(100)"
Elizabeth Perez,ICU,Nurse,"(6)","(001)"
Elizabeth Perez,Pediatrics,Nurse,"(11)","(100)"
Elizabeth Perez,Psychiatry,Nurse,"(14)","(010)"
Elizabeth Robinson,Cardiology,Nurse,"(5, 10)","(010, 001)"
Elizabeth Robinson,Neurology,Nurse,"(3, 14)","(001, 100)"
Elizabeth Robinson,Pediatrics,Nurse,"(4, 12)","(010, 001)"
Elizabeth Robinson,Gynecology,Nurse,"(8)","(001)"
Elizabeth Robinson,Radiology,Nurse,"(2)","(010)"
Elizabeth Robinson,Psychiatry,Nurse,"(1, 11)","(100, 100)"
Elizabeth Robinson,Orthopedics,Nurse,"(6)","(010)"
Elizabeth Young,Cardiology,Admin,"(2, 3, 14)","(100, 100, 010)"
Elizabeth Young,Neurology,Admin,"(4, 12)","(100, 100)"
Elizabeth Young,ICU,Admin,"(5)","(001)"
Elizabeth Young,Pediatrics,Admin,"(8)","(100)"
Elizabeth Young,Gynecology,Admin,"(1, 9)","(001, 001)"
Emma Allen,Emergency,Doctor,"(11)","(010)"
Emma Allen,ICU,Doctor,"(14)","(010)"
Emma Allen,Pediatrics,Doctor,"(4, 8)","(100, 001)"
Emma Allen,Gynecology,Doctor,"(7)","(010)"
Emma Allen,Oncology,Doctor,"(1, 9)","(010, 001)"
Emma Davis,Radiology,Admin,"(12)","(001)"
Emma Scott,Gynecology,Nurse,"(7)","(010)"
Emma Walker,Cardiology,Nurse,"(10)","(010)"
Emma Walker,Neurology,Nurse,"(1, 6, 11)","(100, 010, 010)"
Emma Walker,ICU,Nurse,"(7)","(001)"
Emma Walker,Pediatrics,Nurse,"(9)","(100)"
Emma Walker,Radiology,Nurse,"(2, 14)","(010, 100)"
Emma Walker,Orthopedics,Nurse,"(8)","(010)"
Emma White,Emergency,Doctor,"(4, 9)","(001, 100)"
Emma White,Cardiology,Doctor,"(10, 14)","(100, 001)"
Emma White,Neurology,Doctor,"(3, 8)","(100, 010)"
Emma White,ICU,Doctor,"(1, 6)","(010, 010)"
Emma White,Radiology,Doctor,"(7)","(010)"
Emma Williams,Cardiology,Admin,"(6)","(100)"
Evelyn Brown,Emergency,Admin,"(5, 7)","(001, 001)"
Evelyn Brown,Cardiology,Admin,"(8)","(001)"
Evelyn Brown,Neurology,Admin,"(14)","(010)"
Evelyn Brown,Gynecology,Admin,"(6)","(100)"
Evelyn Brown,Psychiatry,Admin,"(1)","(100)"
Evelyn Flores,ICU,Nurse,"(7)","(010)"
Evelyn Flores,Pediatrics,Nurse,"(10, 13, 14)","(001, 001, 010)"
Evelyn Flores,Radiology,Nurse,"(6)","(010)"
Evelyn Flores,Psychiatry,Nurse,"(2)","(001)"
Evelyn Harris,Oncology,Nurse,"(3)","(100)"
Evelyn Jones,Emergency,Nurse,"(3, 10, 11)","(010, 010, 100)"
Evelyn Jones,Cardiology,Nurse,"(9)","(001)"
Evelyn Jones,Gynecology,Nurse,"(1, 13)","(100, 010)"
Evelyn Jones,Orthopedics,Nurse,"(5, 8)","(001, 010)"
Evelyn Miller,Neurology,Nurse,"(2, 5, 10)","(010, 001, 001)"
Evelyn Miller,ICU,Nurse,"(6, 9)","(010, 010)"
Evelyn Miller,Radiology,Nurse,"(12, 14)","(100, 001)"
Evelyn Miller,Orthopedics,Nurse,"(3, 13)","(100, 100)"
Evelyn Perez,Neurology,Admin,"(14)","(010)"
Evelyn Perez,Pediatrics,Admin,"(11, 13)","(100, 010)"
Evelyn Perez,Orthopedics,Admin,"(4)","(001)"
Evelyn Perez,Oncology,Admin,"(1)","(001)"
Evelyn Sanchez,Orthopedics,Doctor,"(9)","(001)"
Evelyn Sanchez,Oncology,Doctor,"(13)","(001)"
Evelyn Smith,Psychiatry,Doctor,"(7)","(100)"
Evelyn Smith,Orthopedics,Doctor,"(11)","(100)"
Evelyn Smith,Oncology,Doctor,"(1, 3, 10, 12)","(100, 010, 001, 001)"
Evelyn Taylor,Emergency,Doctor,"(10)","(010)"
Evelyn Taylor,Neurology,Doctor,"(5, 9)","(100, 100)"
Evelyn Taylor,ICU,Doctor,"(14)","(001)"
Evelyn Taylor,Gynecology,Doctor,"(4)","(001)"
Evelyn Taylor,Psychiatry,Doctor,"(7)","(010)"
Evelyn Taylor,Orthopedics,Doctor,"(1, 2)","(100, 100)"
Evelyn Taylor,Oncology,Doctor,"(3)","(001)"
Evelyn Torres,Gynecology,Admin,"(8)","(001)"
Evelyn Torres,Orthopedics,Admin,"(9)","(010)"
Evelyn Williams,Gynecology,Admin,"(14)","(100)"
Evelyn Williams,Radiology,Admin,"(12)","(001)"
Harper Davis,Emergency,Nurse,"(4, 10, 11)","(010, 010, 010)"
Harper Davis,Cardiology,Nurse,"(9)","(010)"
Harper Davis,Neurology,Nurse,"(6, 13)","(100, 100)"
Harper Davis,ICU,Nurse,"(8)","(100)"
Harper Davis,Pediatrics,Nurse,"(3)","(001)"
Harper Jackson,Neurology,Doctor,"(2, 11)","(001, 001)"
Harper Jones,Neurology,Doctor,"(1)","(100)"
Harper Jones,ICU,Doctor,"(5, 12)","(100, 010)"
Harper Jones,Pediatrics,Doctor,"(3, 6, 7)","(100, 100, 010)"
Harper Jones,Radiology,Doctor,"(4, 11, 13)","(100, 010, 100)"
Harper Jones,Psychiatry,Doctor,"(8)","(001)"
Harper Jones,Oncology,Doctor,"(14)","(010)"
Harper Martinez,Emergency,Admin,"(2)","(010)"
Harper Martinez,Cardiology,Admin,"(14)","(010)"
Harper Martinez,ICU,Admin,"(5)","(100)"
Harper Martinez,Pediatrics,Admin,"(6)","(100)"
Harper Martinez,Orthopedics,Admin,"(9)","(010)"
Harper Moore,Psychiatry,Nurse,"(13)","(001)"
Harper Nguyen,Emergency,Nurse,"(11)","(100)"
Harper Nguyen,Cardiology,Nurse,"(8, 9, 13)","(010, 010, 100)"
Harper Nguyen,Neurology,Nurse,"(1, 12)","(001, 010)"
Harper Nguyen,Pediatrics,Nurse,"(3, 4, 14)","(100, 010, 100)"
Harper Nguyen,Oncology,Nurse,"(7)","(010)"
Harper Perez,Cardiology,Doctor,"(5)","(010)"
Harper Perez,Neurology,Doctor,"(11, 13)","(100, 001)"
Harper Perez,ICU,Doctor,"(8)","(100)"
Harper Perez,Gynecology,Doctor,"(7)","(100)"
Harper Perez,Psychiatry,Doctor,"(2, 10)","(010, 001)"
Harper Perez,Orthopedics,Doctor,"(6, 9)","(010, 001)"
Harper Perez,Oncology,Doctor,"(4, 12)","(010, 010)"
Harper Sanchez,Neurology,Doctor,"(10)","(010)"
Harper Sanchez,ICU,Doctor,"(2, 13)","(100, 001)"
Harper Sanchez,Pediatrics,Doctor,"(14)","(100)"
Harper Sanchez,Gynecology,Doctor,"(7)","(100)"
Harper Sanchez,Radiology,Doctor,"(1, 12)","(001, 100)"
Harper Sanchez,Psychiatry,Doctor,"(4)","(001)"
Harper Smith,Emergency,Admin,"(6)","(100)"
Harper Smith,Cardiology,Admin,"(10)","(010)"
Harper Smith,Oncology,Admin,"(2)","(010)"
Harper Taylor,Emergency,Admin,"(11, 14)","(010, 100)"
Harper Taylor,Cardiology,Admin,"(5)","(001)"
Harper Taylor,ICU,Admin,"(3, 12)","(001, 010)"
Harper Taylor,Pediatrics,Admin,"(9)","(100)"
Harper Taylor,Gynecology,Admin,"(13)","(010)"
Harper Taylor,Radiology,Admin,"(8)","(010)"
Harper Taylor,Psychiatry,Admin,"(10)","(001)"
Harper Taylor,Orthopedics,Admin,"(6)","(010)"
Harper Taylor,Oncology,Admin,"(7)","(100)"
Harper Walker,Emergency,Doctor,"(8)","(001)"
Harper Walker,Neurology,Doctor,"(9, 10)","(001, 010)"
Harper Walker,Pediatrics,Doctor,"(1, 13)","(001, 010)"
Harper Walker,Psychiatry,Doctor,"(2)","(001)"
Harper Walker,Orthopedics,Doctor,"(14)","(100)"
Harper Young,Emergency,Doctor,"(6)","(010)"
Harper Young,Cardiology,Doctor,"(4, 10, 12)","(010, 100, 100)"
Harper Young,Neurology,Doctor,"(8)","(001)"
Harper Young,ICU,Doctor,"(2)","(100)"
Harper Young,Pediatrics,Doctor,"(11)","(010)"
Harper Young,Radiology,Doctor,"(1, 5, 14)","(001, 100, 001)"
Harper Young,Orthopedics,Doctor,"(9)","(001)"
Henry Allen,Emergency,Admin,"(14)","(010)"
Henry Allen,Neurology,Admin,"(7)","(100)"
Henry Allen,ICU,Admin,"(13)","(001)"
Henry Allen,Pediatrics,Admin,"(6, 8)","(001, 001)"
Henry Allen,Radiology,Admin,"(11, 12)","(100, 100)"
Henry Allen,Psychiatry,Admin,"(1, 2, 3, 4)","(010, 100, 001, 001)"
Henry Harris,Emergency,Admin,"(14)","(001)"
Henry Harris,Pediatrics,Admin,"(4, 8)","(100, 100)"
Henry Harris,Radiology,Admin,"(6, 13)","(010, 100)"
Henry Harris,Orthopedics,Admin,"(3)","(010)"
Henry Harris,Oncology,Admin,"(10)","(010)"
Henry Hill,ICU,Nurse,"(2, 11)","(100, 100)"
Henry Hill,Gynecology,Nurse,"(4, 10)","(010, 010)"
Henry Hill,Radiology,Nurse,"(3)","(010)"
Henry Hill,Orthopedics,Nurse,"(6)","(001)"
Henry Lee,Gynecology,Nurse,"(6)","(010)"
Henry Lee,Psychiatry,Nurse,"(12)","(001)"
Henry Lee,Orthopedics,Nurse,"(9)","(010)"
Henry Lewis,Neurology,Admin,"(12)","(001)"
Henry Lewis,Pediatrics,Admin,"(7, 10, 11)","(100, 100, 001)"
Henry Lewis,Gynecology,Admin,"(2)","(001)"
Henry Lewis,Radiology,Admin,"(6, 8, 9)","(010, 100, 100)"
Henry Lewis,Orthopedics,Admin,"(4, 5)","(010, 100)"
Henry Martinez,Radiology,Doctor,"(1, 3, 14)","(100, 100, 001)"
Henry Martinez,Psychiatry,Doctor,"(2, 6)","(001, 100)"
Henry Martinez,Orthopedics,Doctor,"(4, 5)","(010, 010)"
Henry Martinez,Oncology,Doctor,"(10)","(010)"
Henry Moore,Psychiatry,Admin,"(14)","(100)"
Henry Nguyen,Cardiology,Admin,"(13)","(010)"
Henry Nguyen,Neurology,Admin,"(1, 5, 14)","(100, 001, 100)"
Henry Nguyen,ICU,Admin,"(2, 9)","(100, 010)"
Henry Nguyen,Radiology,Admin,"(3)","(100)"
Henry Ramirez,Cardiology,Doctor,"(6, 9, 14)","(001, 010, 100)"
Henry Ramirez,ICU,Doctor,"(5, 13)","(100, 001)"
Henry Ramirez,Psychiatry,Doctor,"(10)","(010)"
Henry Ramirez,Oncology,Doctor,"(1)","(001)"
Henry Thomas,Emergency,Nurse,"(3, 5, 14)","(010, 010, 010)"
Henry Thomas,Cardiology,Nurse,"(13)","(100)"
Henry Thomas,ICU,Nurse,"(6, 8, 10)","(010, 100, 010)"
Henry Thomas,Pediatrics,Nurse,"(4)","(001)"
Henry Thomas,Radiology,Nurse,"(1, 12)","(001, 001)"
Henry Thomas,Psychiatry,Nurse,"(2)","(001)"
Henry Williams,Psychiatry,Admin,"(5, 13)","(100, 100)"
Henry Williams,Orthopedics,Admin,"(4, 6, 9)","(100, 001, 100)"
Henry Williams,Oncology,Admin,"(7, 8, 10, 11, 12, 14)","(010, 010, 001, 100, 010, 001)"
Henry Wright,Emergency,Doctor,"(8)","(010)"
Henry Wright,Neurology,Doctor,"(3)","(001)"
Henry Wright,Radiology,Doctor,"(7)","(100)"
Henry Wright,Orthopedics,Doctor,"(5)","(100)"
Henry Wright,Oncology,Doctor,"(2)","(100)"
Isabella Johnson,Neurology,Admin,"(2, 14)","(100, 100)"
Isabella Johnson,ICU,Admin,"(9, 13)","(100, 001)"
Isabella Johnson,Pediatrics,Admin,"(4, 5)","(010, 001)"
Isabella Johnson,Gynecology,Admin,"(7)","(100)"
Isabella Johnson,Radiology,Admin,"(12)","(001)"
Isabella Johnson,Orthopedics,Admin,"(1, 10)","(001, 001)"
Isabella Johnson,Oncology,Admin,"(8)","(100)"
Isabella Jones,Neurology,Admin,"(14)","(100)"
Isabella Lopez,ICU,Nurse,"(3)","(100)"
Isabella Martinez,Emergency,Admin,"(1, 7)","(010, 100)"
Isabella Martinez,Cardiology,Admin,"(2, 13)","(100, 100)"
Isabella Martinez,Neurology,Admin,"(8)","(010)"
Isabella Martinez,ICU,Admin,"(12, 14)","(010, 010)"
Isabella Martinez,Gynecology,Admin,"(11)","(001)"
Isabella Martinez,Radiology,Admin,"(5)","(001)"
Isabella Martinez,Psychiatry,Admin,"(3)","(100)"
Isabella Thompson,Psychiatry,Doctor,"(6)","(100)"
Isabella Walker,Emergency,Admin,"(10)","(001)"
Isabella Walker,Cardiology,Admin,"(5, 9)","(100, 100)"
Isabella Walker,Pediatrics,Admin,"(3)","(100)"
Isabella Walker,Gynecology,Admin,"(11)","(001)"
Isabella Walker,Orthopedics,Admin,"(12)","(100)"
Isabella Walker,Oncology,Admin,"(1, 13)","(001, 001)"
Isabella White,Neurology,Nurse,"(3, 10)","(010, 010)"
Isabella White,ICU,Nurse,"(5)","(100)"
Isabella White,Gynecology,Nurse,"(8)","(100)"
Isabella White,Radiology,Nurse,"(1, 4)","(010, 010)"
Isabella White,Psychiatry,Nurse,"(13)","(100)"
Isabella White,Orthopedics,Nurse,"(9, 11)","(010, 001)"
James Allen,Emergency,Admin,"(9)","(100)"
James Allen,ICU,Admin,"(5)","(100)"
James Allen,Pediatrics,Admin,"(13)","(010)"
James Allen,Psychiatry,Admin,"(11)","(100)"
James Anderson,Emergency,Admin,"(7)","(010)"
James Anderson,Neurology,Admin,"(13)","(100)"
James Anderson,Gynecology,Admin,"(2)","(100)"
James Anderson,Radiology,Admin,"(4)","(100)"
James Anderson,Orthopedics,Admin,"(3, 5, 12)","(010, 100, 100)"
James Clark,Cardiology,Admin,"(9)","(001)"
James Clark,Neurology,Admin,"(13)","(100)"
James Clark,ICU,Admin,"(6)","(010)"
James Clark,Pediatrics,Admin,"(3)","(001)"
James Clark,Radiology,Admin,"(14)","(010)"
James Clark,Psychiatry,Admin,"(1, 2, 4, 7)","(001, 001, 010, 010)"
James Clark,Orthopedics,Admin,"(8, 12)","(100, 001)"
James Gonzalez,Cardiology,Doctor,"(4)","(100)"
James Gonzalez,ICU,Doctor,"(5)","(010)"
James Gonzalez,Gynecology,Doctor,"(1)","(001)"
James Gonzalez,Psychiatry,Doctor,"(11, 14)","(001, 100)"
James Hernandez,Emergency,Admin,"(1, 3, 8, 11, 12)","(100, 001, 100, 001, 001)"
James Hernandez,Cardiology,Admin,"(7)","(001)"
James Hernandez,Neurology,Admin,"(5)","(100)"
James Hernandez,Pediatrics,Admin,"(2, 13)","(010, 001)"
James Hernandez,Gynecology,Admin,"(4, 14)","(001, 001)"
James Hill,Emergency,Admin,"(10)","(100)"
James Hill,Cardiology,Admin,"(14)","(010)"
James Hill,Neurology,Admin,"(13)","(100)"
James Hill,Gynecology,Admin,"(12)","(001)"
James Hill,Radiology,Admin,"(4)","(001)"
James Hill,Psychiatry,Admin,"(3, 8)","(001, 001)"
James Hill,Orthopedics,Admin,"(11)","(100)"
James Hill,Oncology,Admin,"(5)","(010)"
James Jackson,Cardiology,Doctor,"(4)","(010)"
James Jackson,Neurology,Doctor,"(6, 10)","(100, 001)"
James Jackson,ICU,Doctor,"(3, 7, 14)","(010, 001, 100)"
James Jackson,Radiology,Doctor,"(2, 12)","(010, 010)"
James Jackson,Orthopedics,Doctor,"(9)","(100)"
James Jackson,Oncology,Doctor,"(13)","(010)"
James Johnson,Psychiatry,Nurse,"(6)","(001)"
James Jones,Emergency,Nurse,"(13)","(001)"
James Jones,Cardiology,Nurse,"(12)","(001)"
James Jones,ICU,Nurse,"(3)","(010)"
James Jones,Pediatrics,Nurse,"(7)","(001)"
James Jones,Gynecology,Nurse,"(11)","(100)"
James Jones,Psychiatry,Nurse,"(8, 9, 10, 14)","(010, 100, 010, 100)"
James Jones,Oncology,Nurse,"(1, 6)","(100, 010)"
James Lee,Emergency,Admin,"(6)","(100)"
James Lee,Gynecology,Admin,"(7, 8, 12, 14)","(100, 001, 100, 001)"
James Lee,Radiology,Admin,"(13)","(010)"
James Lee,Oncology,Admin,"(5)","(001)"
James Lopez,Cardiology,Admin,"(3, 5)","(001, 010)"
James Lopez,ICU,Admin,"(9, 14)","(010, 100)"
James Lopez,Pediatrics,Admin,"(4)","(100)"
James Lopez,Gynecology,Admin,"(7)","(001)"
James Lopez,Radiology,Admin,"(10, 11, 12, 13)","(010, 001, 010, 100)"
James Lopez,Psychiatry,Admin,"(1, 2)","(010, 010)"
James Martin,Cardiology,Admin,"(2)","(001)"
James Martin,Neurology,Admin,"(4)","(001)"
James Martin,ICU,Admin,"(3)","(100)"
James Martin,Pediatrics,Admin,"(7, 10, 11)","(100, 001, 010)"
James Martin,Gynecology,Admin,"(8)","(010)"
James Martin,Radiology,Admin,"(6, 9)","(100, 010)"
James Martin,Psychiatry,Admin,"(14)","(100)"
James Martin,Oncology,Admin,"(5)","(001)"
James Martinez,Oncology,Admin,"(11)","(001)"
James Ramirez,Neurology,Doctor,"(5)","(001)"
James Ramirez,ICU,Doctor,"(10, 12, 14)","(100, 001, 010)"
James Ramirez,Pediatrics,Doctor,"(3, 4, 7)","(001, 100, 010)"
James Ramirez,Radiology,Doctor,"(13)","(010)"
James Smith,Cardiology,Doctor,"(9)","(001)"
James Smith,Neurology,Doctor,"(7)","(010)"
James Smith,ICU,Doctor,"(1, 2, 4, 5)","(001, 010, 010, 010)"
James Smith,Gynecology,Doctor,"(14)","(001)"
James Smith,Radiology,Doctor,"(3, 8)","(001, 001)"
James Smith,Psychiatry,Doctor,"(11)","(100)"
James Smith,Oncology,Doctor,"(10, 13)","(001, 100)"
James Taylor,Emergency,Nurse,"(14)","(010)"
James Taylor,ICU,Nurse,"(11)","(100)"
James Taylor,Gynecology,Nurse,"(3)","(001)"
James Taylor,Orthopedics,Nurse,"(9)","(001)"
James Thomas,Neurology,Admin,"(8, 12)","(001, 010)"
James Thomas,ICU,Admin,"(3)","(010)"
James Thomas,Pediatrics,Admin,"(2)","(001)"
James Thomas,Gynecology,Admin,"(10)","(010)"
James Thomas,Radiology,Admin,"(4)","(010)"
James Thomas,Psychiatry,Admin,"(5)","(001)"
James Thomas,Orthopedics,Admin,"(9)","(010)"
James Thomas,Oncology,Admin,"(1)","(100)"
James Thompson,Emergency,Doctor,"(6)","(100)"
James Thompson,Cardiology,Doctor,"(14)","(010)"
James Thompson,Pediatrics,Doctor,"(3)","(010)"
James Thompson,Gynecology,Doctor,"(12)","(010)"
James Thompson,Orthopedics,Doctor,"(7)","(010)"
James Walker,Emergency,Doctor,"(3)","(100)"
James Walker,Cardiology,Doctor,"(1, 4)","(001, 010)"
James Walker,Neurology,Doctor,"(5, 8, 9, 11)","(010, 010, 100, 001)"
James Walker,Radiology,Doctor,"(2)","(001)"
James Walker,Orthopedics,Doctor,"(6, 10, 14)","(100, 001, 100)"
James White,Gynecology,Nurse,"(11)","(100)"
James White,Radiology,Nurse,"(7)","(010)"
James Williams,Emergency,Nurse,"(2, 13)","(100, 010)"
James Williams,Cardiology,Nurse,"(10)","(001)"
James Williams,Neurology,Nurse,"(3, 6, 7, 11, 14)","(001, 010, 010, 001, 100)"
James Williams,ICU,Nurse,"(8)","(100)"
James Williams,Pediatrics,Nurse,"(9)","(100)"
James Williams,Radiology,Nurse,"(1)","(001)"
James Wilson,Emergency,Admin,"(5)","(100)"
James Wilson,Cardiology,Admin,"(4)","(100)"
James Wilson,Neurology,Admin,"(7)","(100)"
James Wilson,Pediatrics,Admin,"(8)","(010)"
James Wilson,Gynecology,Admin,"(9)","(001)"
James Wilson,Psychiatry,Admin,"(3)","(010)"
James Wilson,Orthopedics,Admin,"(6)","(001)"
James Wright,ICU,Nurse,"(6)","(001)"
James Wright,Orthopedics,Nurse,"(9)","(001)"
Jennifer Davis,Cardiology,Admin,"(14)","(010)"
Jennifer Davis,Oncology,Admin,"(9, 13)","(010, 010)"
Jennifer Flores,Orthopedics,Doctor,"(2)","(001)"
Jennifer Jones,Cardiology,Nurse,"(4)","(001)"
Jennifer Jones,Neurology,Nurse,"(9, 11)","(100, 010)"
Jennifer Jones,Pediatrics,Nurse,"(8, 10)","(001, 010)"
Jennifer Jones,Gynecology,Nurse,"(3, 5, 13)","(100, 100, 001)"
Jennifer Jones,Radiology,Nurse,"(7)","(010)"
Jennifer Jones,Orthopedics,Nurse,"(12)","(001)"
Jennifer King,Neurology,Admin,"(1)","(100)"
Jennifer King,Radiology,Admin,"(8, 11)","(010, 010)"
Jennifer King,Psychiatry,Admin,"(9, 13)","(010, 100)"
Jennifer King,Orthopedics,Admin,"(5)","(001)"
Jennifer Lewis,Gynecology,Nurse,"(10)","(010)"
Jennifer Sanchez,Cardiology,Nurse,"(9)","(001)"
Jennifer Sanchez,Neurology,Nurse,"(2, 5)","(010, 001)"
Jennifer Sanchez,ICU,Nurse,"(11)","(001)"
Jennifer Sanchez,Pediatrics,Nurse,"(1, 6, 14)","(100, 001, 001)"
Jennifer Sanchez,Gynecology,Nurse,"(7, 8)","(100, 010)"
Jennifer Sanchez,Radiology,Nurse,"(13)","(100)"
Jennifer Sanchez,Orthopedics,Nurse,"(12)","(001)"
Jennifer Scott,ICU,Nurse,"(6, 11, 14)","(100, 001, 100)"
Jennifer Scott,Gynecology,Nurse,"(8, 9, 12)","(001, 100, 001)"
Jennifer Scott,Psychiatry,Nurse,"(1)","(010)"
Jennifer Scott,Oncology,Nurse,"(13)","(001)"
Jennifer Thompson,Emergency,Doctor,"(5, 11)","(100, 010)"
Jennifer Thompson,Cardiology,Doctor,"(7)","(001)"
Jennifer Thompson,Neurology,Doctor,"(6)","(001)"
Jennifer Thompson,Gynecology,Doctor,"(8)","(001)"
Jennifer Thompson,Radiology,Doctor,"(10)","(010)"
Jennifer Thompson,Psychiatry,Doctor,"(2)","(010)"
Jennifer Thompson,Orthopedics,Doctor,"(4, 9)","(001, 010)"
Jennifer Thompson,Oncology,Doctor,"(1, 12, 13)","(001, 010, 100)"
Jennifer Wright,Cardiology,Admin,"(14)","(100)"
John Anderson,Cardiology,Doctor,"(7)","(010)"
John Anderson,ICU,Doctor,"(11, 13)","(010, 010)"
John Anderson,Gynecology,Doctor,"(3)","(100)"
John Anderson,Orthopedics,Doctor,"(9)","(001)"
John Anderson,Oncology,Doctor,"(4)","(100)"
John Clark,Emergency,Admin,"(5, 9)","(001, 010)"
John Clark,Pediatrics,Admin,"(3, 4)","(001, 001)"
John Clark,Radiology,Admin,"(13)","(100)"
John Clark,Psychiatry,Admin,"(6)","(010)"
John Clark,Orthopedics,Admin,"(2)","(001)"
John Clark,Oncology,Admin,"(11, 14)","(100, 100)"
John Flores,Cardiology,Nurse,"(7)","(010)"
John Flores,Gynecology,Nurse,"(4)","(100)"
John Flores,Psychiatry,Nurse,"(11)","(100)"
John Garcia,Emergency,Nurse,"(7)","(010)"
John Garcia,ICU,Nurse,"(13)","(010)"
John Hernandez,Oncology,Doctor,"(14)","(010)"
John King,Radiology,Doctor,"(11)","(010)"
John Martin,Neurology,Admin,"(12)","(100)"
John Martin,Pediatrics,Admin,"(4, 13)","(001, 001)"
John Martin,Gynecology,Admin,"(7, 9, 10, 14)","(001, 010, 010, 010)"
John Martin,Orthopedics,Admin,"(5)","(001)"
John Martin,Oncology,Admin,"(11)","(001)"
John Moore,Emergency,Doctor,"(13)","(001)"
John Perez,Emergency,Doctor,"(1)","(001)"
John Perez,Cardiology,Doctor,"(5, 7, 11, 13)","(001, 001, 100, 001)"
John Perez,Neurology,Doctor,"(8)","(010)"
John Perez,Gynecology,Doctor,"(6)","(010)"
John Perez,Radiology,Doctor,"(2)","(001)"
John Perez,Psychiatry,Doctor,"(3, 10)","(010, 010)"
John Perez,Orthopedics,Doctor,"(14)","(010)"
John Perez,Oncology,Doctor,"(12)","(010)"
John Robinson,Emergency,Doctor,"(4)","(100)"
John Robinson,Cardiology,Doctor,"(13)","(001)"
John Robinson,ICU,Doctor,"(1)","(010)"
John Robinson,Gynecology,Doctor,"(11, 14)","(100, 100)"
John Robinson,Radiology,Doctor,"(3, 9, 12)","(001, 010, 001)"
John Robinson,Orthopedics,Doctor,"(6, 7)","(010, 010)"
John Robinson,Oncology,Doctor,"(5)","(100)"
John Wright,Emergency,Doctor,"(6, 9)","(010, 100)"
John Wright,Cardiology,Doctor,"(11)","(001)"
John Wright,Neurology,Doctor,"(13)","(010)"
John Wright,ICU,Doctor,"(2, 4)","(010, 001)"
John Wright,Orthopedics,Doctor,"(14)","(100)"
John Wright,Oncology,Doctor,"(3)","(001)"
John Young,Cardiology,Admin,"(7)","(001)"
John Young,ICU,Admin,"(1, 3, 9)","(001, 001, 010)"
John Young,Gynecology,Admin,"(6)","(100)"
John Young,Radiology,Admin,"(10)","(100)"
John Young,Orthopedics,Admin,"(4)","(100)"
John Young,Oncology,Admin,"(11, 14)","(001, 100)"
Joseph Brown,Emergency,Admin,"(10)","(100)"
